id,authors,title,journal,year,abstract,keywords,link
566,"Yammarino F.J., Dionne S.D., Schriesheim C.A., Dansereau F.","Authentic leadership and positive organizational behavior: A meso, multi-level perspective",Leadership Quarterly,2008,"Authentic leadership (AL) and positive organizational behavior (POB) are two important emerging approaches in the organizational sciences. To date, published work on AL and POB has been primarily leader-focused and based on individual differences. In this article, after verifying this individual-level focus via content coding of AL articles, AL and POB are explicated and integrated using a meso, multi-level perspective. Essentially, viewed in terms of multiple levels of analysis, AL promotes various multi-level ""primary"" criteria and outcomes of POB that, in turn, enhances various multi-level ""secondary"" criteria and outcomes of performance. Direct effects of AL on performance at multiple levels of analysis also are plausible. Implications for future meso perspectives on leadership theory and research in general and on AL and POB in particular are discussed. © 2008 Elsevier Inc. All rights reserved.",Authentic leadership; Multi-level model; Multiple levels of analysis; Positive organizational behavior,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649097073&doi=10.1016%2fj.leaqua.2008.09.004&partnerID=40&md5=57132319a076ab7c955c3c70eede9795
565,"Drath W.H., McCauley C.D., Palus C.J., Van Velsor E., O'Connor P.M.G., McGuire J.B.","Direction, alignment, commitment: Toward a more integrative ontology of leadership",Leadership Quarterly,2008,"This article argues that the current, widely accepted leadership ontology - leaders, followers, and shared goals - is becoming less useful for understanding leadership in contexts that are increasingly peer-like and collaborative. The further development of leadership theory calls for a corresponding development at the level of leadership ontology. Thus, an alternative leadership ontology is proposed: direction, alignment, and commitment. A theoretical framework based on such an ontology is sketched out. It is argued that such a framework can integrate emerging leadership research and ultimately stimulate the development of new leadership theory and practice. © 2008 Elsevier Inc. All rights reserved.",Complexity leadership; Distributed leadership; Integrative leadership; Leadership beliefs; Leadership culture; Leadership development; Leadership ontology; Leadership practices; Relational leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55549128203&doi=10.1016%2fj.leaqua.2008.09.003&partnerID=40&md5=fa902567ea498f7cbfe9e8b5b4d63e08
564,Uhl-Bien M.,"""A noble endeavor"": Comments from the Yearly Review Editor",Leadership Quarterly,2008,[No abstract available],,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55549120860&doi=10.1016%2fj.leaqua.2008.09.001&partnerID=40&md5=53a7cd2dda1d4d1d8351badd07387bce
563,"Bluedorn A.C., Jaussi K.S.","Leaders, followers, and time",Leadership Quarterly,2008,"In order to consider leadership from a temporal perspective, we examine extant leadership research that refers to temporal variables in its theorizing and/or empirical testing. We consider rhythmic patterns manifested in leader and follower behavior and employ entrainment, polychronicity, pace/speed, punctuality, and temporal depth as categorization concepts for the analysis. Further, we propose general theoretical statements about temporal dimensions and their prospective roles in relationships and processes related to leadership. © 2008 Elsevier Inc. All rights reserved.",Entrainment; Leader-follower dyads; Polychronicity; Punctuality; Speed; Temporal depth,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55549114306&doi=10.1016%2fj.leaqua.2008.09.006&partnerID=40&md5=420a506384235bd9048b6ea0d6d81dd4
562,"Hannah S.T., Avolio B.J., Luthans F., Harms P.D.",Leadership efficacy: Review and future directions,Leadership Quarterly,2008,"The concept of leader efficacy has received relatively little attention in the leadership literature. This is somewhat surprising given that effective leadership requires high levels of agency (i.e., deliberately or intentionally exerting positive influence) and confidence. This review uses existing theory and research on leader efficacy as a point of departure for proposing an expanded and multi-level framework for understanding the domain of leadership efficacy that includes leader, follower, and collective efficacies. The primary goals are to provide a conceptual framework to stimulate future theory and research on building efficacious leadership and to understand how such leadership develops and has implications for effective performance.",Agency; Collective efficacy; Leader efficacy; Leadership; Means efficacy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55549086813&doi=10.1016%2fj.leaqua.2008.09.007&partnerID=40&md5=167772f13eeb327b39bc3f0457ed26ca
554,"Anderson D.W., Krajewski H.T., Goffin R.D., Jackson D.N.",A leadership self-efficacy taxonomy and its relation to effective leadership,Leadership Quarterly,2008,"This research involved the development of a taxonomic structure of leadership self-efficacy (LSE) and an examination of its relations with leadership effectiveness. In Phase 1, 88 key leadership behaviors were derived from interviews with 44 senior executives and served as the basis for creating measures of LSE and leadership effectiveness, respectively. In Phase 2, a principal components analysis based on managers' self-efficacy ratings of the 88 behaviors (N = 227) yielded 18 LSE dimensions. Also in Phase 2, a principal components analysis based on multi-source effectiveness ratings (2070 raters rated 251 managers) of the 88 leader behaviors yielded nine leadership effectiveness dimensions. In Phase 3, canonical analyses (N = 227) yielded significant and highly interpretable relations between the taxonomic structures of LSE and leadership effectiveness. These results indicated distinct taxonomic structures of LSE and leadership effectiveness, and underscored the potential utility of LSE as a means to predict, understand, and develop effective leadership. © 2008 Elsevier Inc. All rights reserved.",Construct development; Leadership; Leadership development; Leadership performance; Leadership self-efficacy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53049088557&doi=10.1016%2fj.leaqua.2008.07.003&partnerID=40&md5=c3ea10b1cc7734278bd1763ed9af9bf2
553,"Hinkin T.R., Schriesheim C.A.",A theoretical and empirical examination of the transactional and non-leadership dimensions of the Multifactor Leadership Questionnaire (MLQ),Leadership Quarterly,2008,"Bass and his colleagues initiated the empirical investigation of transformational and transactional leadership two decades ago. They proposed that transformational leadership is comprised of four dimensions, that transactional leadership is composed of three dimensions, and that an additional category of non-leadership exists (laissez-faire leadership). The Multifactor Leadership Questionnaire (MLQ) has been developed to assess these dimensions and much has been learned about the positive effects of transformational leadership. However, far less attention has been paid to transactional leadership and non-leadership. The current study examined the theoretical and empirical properties of each MLQ transactional leadership and non-leadership measure. We first looked at the four measures together, then examined the measures separately and subjected them to a number of additional analyses that varied depending on the issues of concern. Based on our findings, we offer recommendations about scale refinement and the need for new theory concerning the four transactional leadership and non-leadership dimensions of the MLQ. © 2008 Elsevier Inc. All rights reserved.",MLQ; Non-leadership; Transactional leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749097247&doi=10.1016%2fj.leaqua.2008.07.001&partnerID=40&md5=985baee7a0707df67dd6f7fe4401bfc2
552,"Foldy E.G., Goldman L., Ospina S.",Sensegiving and the role of cognitive shifts in the work of leadership,Leadership Quarterly,2008,"Sensegiving-shaping how people understand themselves, their work, and others engaged in that work-is critical to the work of organizational leadership. We propose the ""cognitive shift,"" a change in how an organizational audience understands an important element of the organization's work, as a desired outcome of the sensegiving process. Organizations try to spur these shifts in two categories: about their issue and about their primary constituency, the population it is designed to serve or mobilize. This approach makes two contributions: It re-directs attention from individual leaders' behaviors and characteristics to the work of leadership, as opposed to the agents through which it is carried out. Second, it operationalizes the intangible process of meaning-making by breaking it down into discrete units that are relatively equivalent and, therefore, comparable, providing a systematic way to analyze and map cognitive leadership processes. © 2008 Elsevier Inc. All rights reserved.",Cognition; Cognitive shift; Sensegiving; Sensemaking; Work of leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749094594&doi=10.1016%2fj.leaqua.2008.07.004&partnerID=40&md5=48ab6e6bbb3806ffde96447bfc9e3da9
551,"Jung D.(D.), Wu A., Chow C.W.",Towards understanding the direct and indirect effects of CEOs' transformational leadership on firm innovation,Leadership Quarterly,2008,"This study seeks to advance understanding of how transformational leadership by top managers (CEOs) can affect their companies' innovativeness. We propose a model that includes both direct effects and indirect effects moderated by aspects of organizational culture, structure, and the external environment. The predicted effects are tested with data collected through multiple sources on 50 Taiwanese electronics and telecommunications companies. The results support the expectation that a positive relationship exists between CEO transformational leadership and organizational innovation. They also support most of the predicted moderating effects. The implications of these findings for practice and research are delineated.",Innovation; Moderators; Transformational leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749092706&doi=10.1016%2fj.leaqua.2008.07.007&partnerID=40&md5=88a352faba7b2393674a6a16b4175a34
550,"Campbell S.M., Ward A.J., Sonnenfeld J.A., Agle B.R.",Relational ties that bind: Leader-follower relationship dimensions and charismatic attribution,Leadership Quarterly,2008,"Recent research on charismatic leadership has focused on the relationship between the leader and follower. Thus far though, researchers have simply assumed the existence of the relationship or distinguished between strong and weak relationships between the leader and the followers. What have been overlooked are the underlying dimensions of the relationship that may influence a charismatic attribution. The current study identifies two relational qualities and tests the relationship of these dimensions with the perception of charisma in a sample of Chief Executive Officers (CEOs) and their top management team (TMT) members. Results indicate that a constructive relationship is positively related to the attribution of charisma, while a competitive relationship has a negative relationship with the charismatic attribution. Implications and future directions for the study of charismatic leadership from a relational perspective are discussed. © 2008 Elsevier Inc. All rights reserved.",Charisma; Chief Executive Officer (CEO); Leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749092357&doi=10.1016%2fj.leaqua.2008.07.009&partnerID=40&md5=bccd06b14c42d8ccbaf399f2f89bb9dd
549,"Yukl G., Seifert C.F., Chavez C.",Validation of the extended Influence Behavior Questionnaire,Leadership Quarterly,2008,"We conducted four studies to evaluate the extended version of the Influence Behavior Questionnaire (IBQ), which measures proactive tactics used to influence people in organizations. The results provide support for the reliability and validity of the 11 tactic scales in the newest version of the IBQ. The questionnaire has widespread potential applications for both research and practice, and it is the most comprehensive and best validated measure of proactive influence tactics. However, the IBQ is not equally useful for all purposes, and we describe some limitations and potential problems that could reduce the validity of the scales. © 2008 Elsevier Inc. All rights reserved.",Influence tactics; Leadership; Validation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749087443&doi=10.1016%2fj.leaqua.2008.07.006&partnerID=40&md5=c9f35531f948398abf93a39a5a2585e9
548,"Crossan M., Vera D., Nanjad L.",Transcendent leadership: Strategic leadership in dynamic environments,Leadership Quarterly,2008,"Adopting a cross-level mixed effect model, this paper proposes transcendent leadership as a framework for the key responsibilities of strategic leaders in today's dynamic contexts. A transcendent leader is a strategic leader who leads within and amongst the levels of self, others, and organization. Leadership of self includes the responsibility of being self-aware and proactive in developing personal strengths. Leadership of others involves the mechanisms of interpersonal influence a leader has upon followers. Leadership of organization comprises the alignment of three interrelated areas: environment, strategy, and organization. Propositions are presented regarding the relationship between leadership of the various levels and firm performance. © 2008 Elsevier Inc. All rights reserved.",Dynamic environment; Organization; Strategic leadership; Strategy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749085935&doi=10.1016%2fj.leaqua.2008.07.008&partnerID=40&md5=c3f32ebcdb482a012e5d49c89c7930d2
547,"Wansink B., Payne C.R., van Ittersum K.",Profiling the heroic leader: Empirical lessons from combat-decorated veterans of World War II,Leadership Quarterly,2008,"How is heroism related to leadership? A survey of 526 World War II combat veterans suggests leadership, loyalty, and risk-taking are three differentiating dimensions of combat-decorated heroism. The results also show that the relative strength of these dimensions varies between those who were eager to enlist (eager heroes) versus those who were drafted or otherwise reluctant to enlist (reluctant heroes). A second study of West Point Cadets and civilians supports the notion that the leadership exhibited by heroes is more strongly associated with transformative leadership than with transactional leadership. These findings offer two contributions. Conceptually, these profiles in heroism can help us better understand leadership in crisis situations. Operationally, these profiles may aid recruiters of soldiers, fire fighters, police officers, and rescue workers by knowing what characteristics in potential employees might best reflect the potential for heroic leadership. © 2008 Elsevier Inc.",Crisis leadership; Hero; Heroism; Military; Transformational leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749085934&doi=10.1016%2fj.leaqua.2008.07.010&partnerID=40&md5=ae24df4d1ff2023014ff6b1e887c230b
546,"Pearce C.L., Conger J.A., Locke E.A.",Shared leadership theory,Leadership Quarterly,2008,"Edwin Locke contributed a chapter to the critique section of Craig Pearce and Jay Conger's edited book, Shared Leadership: Reframing the Hows and Whys of Leadership (Sage, 2003a). In this letter exchange, they continue their dialogue on this important topic. They focus in particular on clarifying what each means by ""shared leadership"" and on what shared leadership can and should look like at the top of organizations. © 2008 Elsevier Inc. All rights reserved.",Integrated leadership; Lateral influence; Shared leadership; Top-down leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749085055&doi=10.1016%2fj.leaqua.2008.07.005&partnerID=40&md5=069122e32becb9d4739b288cc25b794d
545,"Haslam S.A., Ryan M.K.",The road to the glass cliff: Differences in the perceived suitability of men and women for leadership positions in succeeding and failing organizations,Leadership Quarterly,2008,"Research into gender and leadership has tended to focus on the inequalities that women encounter while trying to climb the corporate ladder, with particular emphasis on the role played by the so-called glass ceiling. However, recent archival evidence has identified an additional hurdle that women must often overcome once they are in leadership positions: the glass cliff [Ryan, M. K., & Haslam, S. A. (2005a). The glass cliff: Evidence that women are over-represented in precarious leadership positions. British Journal of Management, 16, 81-90; Ryan, M. K. & Haslam, S. A. (2007). The glass cliff: Exploring the dynamics surrounding women's appointment to precarious leadership positions. Academy of Management Review]. This refers to the phenomenon whereby women are more likely than men to be appointed to leadership positions associated with increased risk of failure and criticism because these positions are more likely to involve management of organizational units that are in crisis. This paper presents three experimental studies (Ns = 95, 85, 83) that represent the first experimental investigations of the glass cliff phenomenon. In these, management graduates (Study 1), high-school students (Study 2) or business leaders (Study 3) selected a leader for a hypothetical organization whose performance was either improving or declining. Consistent with predictions, results indicate that the likelihood of a female candidate being selected ahead of an equally qualified male candidate increased when the organization's performance was declining rather than improving. Study 3 also provided evidence that glass cliff appointments are associated with beliefs that they (a) suit the distinctive leadership abilities of women, (b) provide women with good leadership opportunities and (c) are particularly stressful for women. These findings define an important agenda for future research. © 2008 Elsevier Inc. All rights reserved.",Gender; Glass ceiling; Glass cliff; Leadership; Social identity; Women,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52749084015&doi=10.1016%2fj.leaqua.2008.07.011&partnerID=40&md5=fef6ebc6c1c163db331575f484669a64
544,Provizer N.W.,"On hedgehogs, foxes and leadership: Uncovering the other Tolstoy",Leadership Quarterly,2008,"Abstract: While known for his view that heroes are nothing but ""a lie and invention,"" Leo Tolstoy also offered effusive praise for Abraham Lincoln, noting that America's 16th president ""overshadows all other national heroes."" In this sense, the Russian novelist is something much more than a simple antidote to Thomas Carlyle's imagery of the hero and the heroic in history. There is, in fact, another Tolstoy revealed by his comments on Lincoln, as well as in his short novel Hadji Murád. And this article seeks to uncover that other Tolstoy, using Isaiah Berlin's The Hedgehog and the Fox as a guide. © 2008 Elsevier Inc. All rights reserved.",Hedgehogs and foxes; Human agency; Leaders in context,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649108128&doi=10.1016%2fj.leaqua.2008.05.004&partnerID=40&md5=fd0c3736c9e3e1cb2caccea05b647cdf
543,Williamson T.,The good society and the good soul: Plato's Republic on leadership,Leadership Quarterly,2008,"This article assesses the relevance of Plato's Republic for discussions of leadership in contemporary democratic societies. Specifically, Plato's theory of the good life challenges contemporary consumer culture and the definition of the good life as desire satisfaction; his critique of democracy raises difficult questions about the ways democracies train and choose leaders; and his account of the ideal regime illustrates the importance and difficulty of taming endemic conflicts between private interests and the public good. At the same time, Plato offers an account of leadership as benefiting the entire community that remains morally attractive. Plato thus cannot be easily dismissed by advocates of democratic modes of organizing leadership; on the contrary, a close reading of The Republic reveals some of the enduring challenges facing democratic societies. © 2008 Elsevier Inc. All rights reserved.",Consumerism; Democracy; Ethical leadership; Good life; Good society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649108127&doi=10.1016%2fj.leaqua.2008.05.006&partnerID=40&md5=0966a6bd2e17d7b7711c8353fbad680a
542,Cronin T.E.,"""All the world's a stage..."" acting and the art of political leadership",Leadership Quarterly,2008,"This essay argues that political leaders, in common with talented actors, develop skills to win over audiences. Citizens dislike fakery yet they insist their political leaders project warmth, strength, likeability and relaxed sincerity. Political leaders and actors learn how to connect with their respective audiences. Politics is full of stage-managed events, yet we rightly want much more than just acting from political leaders. © 2008 Elsevier Inc. All rights reserved.",Arthur Miller; Leading and acting; Presidential leadership; Presidential speeches,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649107622&doi=10.1016%2fj.leaqua.2008.05.009&partnerID=40&md5=6cf7bdf9ff1e64f331f9d22342a9a5dc
541,Price T.L.,"Kant's advice for leaders: ""No, you aren't special""",Leadership Quarterly,2008,"Are leaders above the law? People who ask this question usually have in mind the law of the state. But what about the so-called moral law? Are leaders also bound by the moral rules that apply to the rest of us? In this paper, I show why leaders are not justified in breaking the moral rules. Although they may be especially inclined to think they are special, their behavior must conform to the demands of reason and show respect for the rationality of followers. In other words, morality is equally binding on all rational agents, including leaders. © 2008 Elsevier Inc. All rights reserved.",Amoralism; Ethics; Kant; Rationality; Rule breaking,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649102511&doi=10.1016%2fj.leaqua.2008.05.005&partnerID=40&md5=75c2b66eefb3689e0a3f5e31c0853b68
540,Ciulla J.B.,"Leadership studies and ""the fusion of horizons""",Leadership Quarterly,2008,[No abstract available],,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649099683&doi=10.1016%2fj.leaqua.2008.05.001&partnerID=40&md5=1404052265323d4d2473adb32269e8bf
539,Kort E.D.,"What, after all, is leadership? 'Leadership' and plural action",Leadership Quarterly,2008,"The question of what leadership is continues to be an important question to address, despite the many attempts to answer it and the suggestion that these many attempts are similar enough to recommend a standard definition of leadership. This paper addresses what is missed on the definition offered as standard by providing an analysis of 'leadership' and plural action. © 2008 Elsevier Inc. All rights reserved.",Definition of leadership; Ethical leadership; Plural action,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649096290&doi=10.1016%2fj.leaqua.2008.05.003&partnerID=40&md5=537eb6c5c8aacf7721235c9744588964
538,Campbell R.A.,Leadership succession in early Islam: Exploring the nature and role of historical precedents,Leadership Quarterly,2008,"When Muhammad died in 632, he had left no clear indication as to whom if anyone should succeed him as a leader of the Islamic community. According to tradition, both Moses and Jesus before him, as founding figures of Islam's sister Abrahamic faiths Judaism and Christianity, had publicly announced their choices. In the present century, as has been the case for the last fourteen hundred years, Islam is still reeling from the sequence of events that took place over a fifty year period, as leadership of the rapidly growing Muslim community was established and contested. Not only would these events lead to the development of ruling dynasties with hereditary succession, they would also give rise to the major division between Sunni and Shiite Muslims. In what follows, I examine the succession to Muhammad from a history of religions perspective to determine what part the dynamics of succession play in effective leadership practice and in the survival of a social institution. At the same time, in a post-9/11 world, I hope to demonstrate the value of exploring leadership in the context of the world's religious traditions, especially that of Islam. © 2008 Elsevier Inc. All rights reserved.",Historical precedence; Islam; Leadership succession; Religious leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649093097&doi=10.1016%2fj.leaqua.2008.05.007&partnerID=40&md5=454dbc98a771c6b31ca50d3c71e32026
537,Nelson M.,Odysseus and Aeneas: A classical perspective on leadership,Leadership Quarterly,2008,"Among the standards by which leaders may be assessed are their willingness to elevate public responsibility over personal preferences, the attention they pay to the need to cultivate leadership among subordinates, and their reflectiveness about leadership. In this essay, Odysseus, as portrayed in the Iliad and Odyssey, and Aeneas, as portrayed in the Iliad and the Aeneid, are compared according to how well they performed, measured by these standards, as leaders. Each was charged, after the Trojan War ended, to take hundreds of people home. Aeneas performed well, Odysseus poorly. © 2008 Elsevier Inc. All rights reserved.",Aeneas; Homer; Leadership ethics; Leadership in literature; Odysseus; Virgil,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649090376&doi=10.1016%2fj.leaqua.2008.05.010&partnerID=40&md5=70935fd02be273b1f13e136c08758c3a
536,Goethals G.R.,Imagining Ulysses S. Grant: Sifting through the shifting sands of conventional wisdom,Leadership Quarterly,2008,"Recent biographies have described Ulysses S. Grant much more favorably than the conventional wisdom of the 1980s. This paper explores why earlier assessments may have misunderstood Grant in a negative direction. Reasons include the writings of historians sympathetic to the ""Lost Cause"" of the Confederacy, Grant's unimpressive appearance and manner, and common social perception biases. It is argued that Grant's capacities for strategic thinking, clear expression, and courageous imperturbability enabled him to lead the Union to victory in the Civil War, achieve notable but overlooked successes as President, and write highly acclaimed military memoirs. © 2008 Elsevier Inc. All rights reserved.",Leader schemas; Military leadership; Presidential greatness; Presidential leadership; Ulysses S. Grant,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649090236&doi=10.1016%2fj.leaqua.2008.05.011&partnerID=40&md5=38e821707bde0c0f24287eb7817d3b15
535,Ahn D.,The politics of royal education: Xenophon's Education of Cyrus in early eighteenth-century Europe,Leadership Quarterly,2008,"Xenophon's Education of Cyrus, a historical fiction based on Cyrus the Great's imperial venture, has not received as much attention as Machiavelli's Prince. The purpose of this paper is to examine how three major political thinkers and royal tutors of early eighteenth-century Europe used this book in their search for a new anti-Machiavellian model of political leadership. The paper discusses the work of Archbishop Fénelon, tutor to Louis XIV's grandson, the Duke of Burgundy; Andrew Michael Ramsay royal advisor to Charles Edward, the young Pretender; and Henry St. John, Viscount Bolingbroke, who originally wrote his controversial advice-book for princes, The Idea of a Patriot King, for Frederick, Prince of Wales. © 2008 Elsevier Inc. All rights reserved.",Corruption; Ethical leadership; Kingship; Xenophon's Education of Cyrus,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649088306&doi=10.1016%2fj.leaqua.2008.05.008&partnerID=40&md5=2bee27d4d9c32250b0ff6212688d735a
532,"Walumbwa F.O., Wu C., Orwa B.","Contingent reward transactional leadership, work attitudes, and organizational citizenship behavior: The role of procedural justice climate perceptions and strength",Leadership Quarterly,2008,"Using a sample of 212 bank employees, we developed a model in which procedural justice climate perceptions and strength mediated the relationships between contingent reward leader behavior and follower satisfaction with supervisor, organizational commitment, and rated organizational citizenship behavior, controlling for perceived supervisor support. Results from the HLM analysis showed that procedural justice climate perceptions and strength completely mediated the relationships between contingent reward leader behavior and followers' satisfaction with supervisor and levels of organizational commitment, and partially mediated the relationship between contingent reward leader behavior and supervisor rated organizational citizenship behavior. Implications for research and practice of our findings are discussed. © 2008 Elsevier Inc. All rights reserved.",Climate; Commitment; Contingent reward; Leadership; Level of analysis; Organizational citizenship behavior; Organizational justice; Satisfaction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44149127896&doi=10.1016%2fj.leaqua.2008.03.004&partnerID=40&md5=1204fb377c4f566a8d358e2e0c0346c9
531,"Manz C.C., Anand V., Joshi M., Manz K.P.",Emerging paradoxes in executive leadership: A theoretical interpretation of the tensions between corruption and virtuous values,Leadership Quarterly,2008,"The recent mini scandal surrounding questionable on-line postings of John Mackey, the founder and CEO of Whole Foods Market Inc., raises once again ethical challenges related to contemporary business leadership. Given his visible commitment to environmentally sound strategies and other responsible business practices, Mackey's actions epitomize the irony and paradox that can surround executive leadership ethics. While this essay acknowledges the potential role of stricter legal constraints, punishments for offenders, decentralized governance systems, and rationalized structures that help prohibit power abuse, it views such rationalistic considerations alone to be inadequate. Rather, the authors suggest that the promotion of authentic virtuousness is an often overlooked yet indispensable part of any meaningful long term ethical leadership process. © 2008 Elsevier Inc. All rights reserved.",Corruption; Ethics; Leadership; Values & virtues,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44149125693&doi=10.1016%2fj.leaqua.2008.03.009&partnerID=40&md5=a3023b0172d5930ea05363317a042473
530,"Naidoo L.J., Lord R.G.",Speech imagery and perceptions of charisma: The mediating role of positive affect,Leadership Quarterly,2008,"The purpose of this research was to investigate the effects of imagery in a leader's speech on listeners' perceptions of the leader's charisma. A former US president's inaugural address was rewritten to create low and high imagery versions, and audio recordings of the two speeches were made. Participants were randomly assigned to high or low speech imagery conditions. After listening to the speech, they provided ratings on various summary leadership measures. The high imagery speech resulted in higher ratings of charisma than the low imagery speech. This effect was partially mediated by state positive affect (having controlled for trait affect levels). High imagery led to increased charisma ratings partially through increasing listeners' state positive affect relative to their trait affect baseline level. Implications for theory are addressed. © 2008 Elsevier Inc. All rights reserved.",Affect; Charisma; Imagery; Leader; Politics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44149114928&doi=10.1016%2fj.leaqua.2008.03.010&partnerID=40&md5=7cd35673090dbc0163335f2c545931e3
529,"Ligon G.S., Hunter S.T., Mumford M.D.",Development of outstanding leadership: A life narrative approach,Leadership Quarterly,2008,"Developmental events of a sample of outstanding leaders experienced in early life were examined. Relevant sections of 120 biographies of outstanding leaders in the 20th Century were content coded using a life narrative framework. The results indicated that individuals evidencing a particular leadership type (charismatic, ideological, or pragmatic) and orientation (socialized or personalized) were linked to certain types of developmental events. Similarly, event content was found to vary between the leader styles. Specific kinds of experiences were also related to various indices of leader performance. Practical and theoretical implications of these findings are discussed. © 2008 Elsevier Inc. All rights reserved.",Charismatic; Ideological leadership; Leadership development; Life narratives; Pragmatic leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44149109338&doi=10.1016%2fj.leaqua.2008.03.005&partnerID=40&md5=fdd884b134c04d6791c60de620c7af9c
528,"Furst S.A., Reeves M.",Queens of the hill: Creative destruction and the emergence of executive leadership of women,Leadership Quarterly,2008,"Despite penetrating the middle management ranks of many U.S. businesses, women continue to lag far behind men in their appointments to top leadership positions. Many explanations exist for why the glass ceiling exists, but few theories offer suggestions for how women break through this ceiling. In this paper we propose that the concept of 'creative destruction' can help us understand why some women ascend to leadership positions. Using empirical research and anecdotal evidence from the experiences of several high-profile female executives, we argue that women may rise to leadership positions in turbulent environments that are receptive to new talent and open to innovative, bold ideas. Further, we propose that under these conditions women may be seen as especially attractive candidates to guide organizations because they are perceived to utilize a leadership style that promotes openness and inclusion, and facilitates change. © 2008 Elsevier Inc. All rights reserved.",Creative destruction; Gender roles; Leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44149104286&doi=10.1016%2fj.leaqua.2008.03.001&partnerID=40&md5=d5f6ef64163e089cf594284e1c6974cd
527,"Murphy S.E., Ensher E.A.",A qualitative analysis of charismatic leadership in creative teams: The case of television directors,Leadership Quarterly,2008,"Leadership continues to play an important role in team effectiveness [Burke, C.S., Stagl, K.C., Klein, C., Goodwin, G.F., Salas, E., & Halpin, S.M. (2006). What type of leadership behaviors is functional in teams? A meta-analysis. The Leadership Quarterly, 17(3), 288-307.]. A special type of team, television show production, utilizes an intact team of highly specialized and creative members. Charismatic leadership theory provides a useful lens from which to study how television directors facilitate the team's work and creativity. In this study we used two types of qualitative software to analyze interview transcripts from 21 television directors. Semi-structured interview protocol resulted in transcripts coded for the six factors of charismatic leadership [Conger, J.A., & Kanungo, R.N. (1988). Behavioral dimensions of charismatic leadership. In. J.A. Conger and R.N. Kanungo (Eds.), Charismatic Leadership (pp. 78-97). San Francisco: Jossey Bass Inc.], and aspects of leader distance [Antonakis, J., & Atwater, L. (2002). Leader distance: A review and a proposed theory. The Leadership Quarterly, 13, 673-704.; Shamir, B. (1995). Social distance and charisma: Theoretical notes and an exploratory study. The Leadership Quarterly, 6, 19-47.], shared leadership [Pearce, C.L., & Conger, J.A. (Eds.) (2003). Shared leadership: Reframing the hows and whys of leadership. Thousand Oaks, CA: Sage.], and leadership self-schema [Gardner, W.L. & Avolio, B.J. (1998). The charismatic relationship: A dramaturgical perspective. Academy of Management Review, 23(1), 32-58.; Murphy, S.E. (2001). Leader self-regulation: The role of self-efficacy and ""multiple intelligences"". In R. Riggio, S. Murphy, & F. Pirozzolo, (Eds.) Multiple intelligences and leadership, (pp. 163-186). Mahwah, NJ: Lawrence Erlbaum Associates.; Wofford, J.C., & Goodwin, V.L. (1994). A cognitive interpretation of transactional and transformational leadership theories. Leadership Quarterly, 5, 161-186.]. In addition, a computerized content analysis program DICTION was used to identify factors of charismatic speech content such as optimism and reference to collectives following the protocol used by Bligh, Kohles, & Meindl [Bligh, M.C., Kohles, J.C., Meindl, J.R. (2004b). Charisma under crisis: Presidential leadership, rhetoric, and media responses before and after the September 11th terrorist attacks. The Leadership Quarterly, 15, 211-239.]. Results of the present study revealed that charismatic leadership can be important in explaining the leadership role of television directors in teams. Directors showed vision, sensitivity to member's needs, and other charismatic behaviors. Moreover, some charismatic leader behavior differed by leader distance from followers. Leadership self-schema appeared to be an important prerequisite for shared leadership. © 2008 Elsevier Inc. All rights reserved.",Charismatic leadership; Creative teams; Leadership; Leadership self-schema; Qualitative research; Shared leadership,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44149094964&doi=10.1016%2fj.leaqua.2008.03.006&partnerID=40&md5=96d743033687c7f8a3b53c835dadb31b
